AZ,1970.0,8569.0
AZ,1971.0,9649.0
AZ,1972.0,11292.0
AZ,1973.0,13330.0
AZ,1974.0,14611.0
AZ,1975.0,15284.0
AZ,1976.0,16970.0
AZ,1977.0,19609.0
AZ,1978.0,23279.0
AZ,1979.0,27495.0
AZ,1980.0,30764.0
AZ,1981.0,34269.0
AZ,1982.0,35794.0
AZ,1983.0,39774.0
AZ,1984.0,46135.0
AZ,1985.0,50709.0
AZ,1986.0,55881.0
AZ,1987.0,60047.0
AZ,1988.0,64945.0
AZ,1989.0,67895.0
AZ,1990.0,70632.0
AZ,1991.0,73358.0
AZ,1992.0,82682.0
AZ,1993.0,89300.0
AZ,1994.0,100374.0
AZ,1995.0,109906.0
AZ,1996.0,119530.0
AZ,1997.0,128099.0
AZ,1998.0,139289.0
AZ,1999.0,151188.0
AZ,2000.0,161901.0
AZ,2001.0,170174.0
AZ,2002.0,177106.0
AZ,2003.0,189139.0
AZ,2004.0,201287.0
AZ,2005.0,222968.0
AZ,2006.0,246837.0
AZ,2007.0,260434.0
AZ,2008.0,261537.0
AZ,2009.0,254099.0
CA,1970.0,111985.0
CA,1971.0,120372.0
CA,1972.0,133143.0
CA,1973.0,147231.0
CA,1974.0,161815.0
CA,1975.0,178394.0
CA,1976.0,197347.0
CA,1977.0,229592.0
CA,1978.0,262803.0
CA,1979.0,293491.0
CA,1980.0,327958.0
CA,1981.0,368808.0
CA,1982.0,393788.0
CA,1983.0,426143.0
CA,1984.0,482166.0
CA,1985.0,523906.0
CA,1986.0,563082.0
CA,1987.0,615359.0
CA,1988.0,671575.0
CA,1989.0,722979.0
CA,1990.0,773460.0
CA,1991.0,790046.0
CA,1992.0,807358.0
CA,1993.0,826447.0
CA,1994.0,861360.0
CA,1995.0,911577.0
CA,1996.0,964186.0
CA,1997.0,1037848.0
CA,1998.0,1112800.0
CA,1999.0,1210221.0
CA,2000.0,1317343.0
CA,2001.0,1338051.0
CA,2002.0,1385749.0
CA,2003.0,1460304.0
CA,2004.0,1571198.0
CA,2005.0,1691991.0
CA,2006.0,1800779.0
CA,2007.0,1881766.0
CA,2008.0,1925499.0
CA,2009.0,1884452.0
NM,1970.0,4431.0
NM,1971.0,4822.0
NM,1972.0,5406.0
NM,1973.0,6189.0
NM,1974.0,7116.0
NM,1975.0,8098.0
NM,1976.0,9254.0
NM,1977.0,10102.0
NM,1978.0,11536.0
NM,1979.0,13141.0
NM,1980.0,15731.0
NM,1981.0,18511.0
NM,1982.0,19242.0
NM,1983.0,19882.0
NM,1984.0,21397.0
NM,1985.0,22534.0
NM,1986.0,21807.0
NM,1987.0,22429.0
NM,1988.0,23457.0
NM,1989.0,24927.0
NM,1990.0,26600.0
NM,1991.0,30295.0
NM,1992.0,32638.0
NM,1993.0,36876.0
NM,1994.0,41685.0
NM,1995.0,42146.0
NM,1996.0,44532.0
NM,1997.0,47539.0
NM,1998.0,46452.0
NM,1999.0,48751.0
NM,2000.0,50262.0
NM,2001.0,52042.0
NM,2002.0,53619.0
NM,2003.0,57866.0
NM,2004.0,64208.0
NM,2005.0,67776.0
NM,2006.0,71478.0
NM,2007.0,74278.0
NM,2008.0,77959.0
NM,2009.0,74388.0
TX,1970.0,52314.0
TX,1971.0,57344.0
TX,1972.0,64019.0
TX,1973.0,73840.0
TX,1974.0,85387.0
TX,1975.0,98804.0
TX,1976.0,113757.0
TX,1977.0,130404.0
TX,1978.0,149091.0
TX,1979.0,171608.0
TX,1980.0,203073.0
TX,1981.0,245235.0
TX,1982.0,260085.0
TX,1983.0,264883.0
TX,1984.0,288637.0
TX,1985.0,307224.0
TX,1986.0,295721.0
TX,1987.0,300667.0
TX,1988.0,327354.0
TX,1989.0,349952.0
TX,1990.0,378943.0
TX,1991.0,393574.0
TX,1992.0,416401.0
TX,1993.0,443775.0
TX,1994.0,475990.0
TX,1995.0,507725.0
TX,1996.0,551513.0
TX,1997.0,602477.0
TX,1998.0,634812.0
TX,1999.0,671632.0
TX,2000.0,732987.0
TX,2001.0,765740.0
TX,2002.0,785434.0
TX,2003.0,827139.0
TX,2004.0,906893.0
TX,2005.0,970997.0
TX,2006.0,1055959.0
TX,2007.0,1144930.0
TX,2008.0,1196771.0
TX,2009.0,1141287.0
